playlist_id,owner_id,owner_group,dau,users,n_tracks,n_artists,n_albums,genre,mood,nlp_tokens,estimated_revenue_usd,topic_num_by_LDA
2XeWxucdbkg68qgZtBEUwg,bbaa3e46673cb22d939304e0c91b3cd9,non-spotify,172,3238,199,29,19,pop,empowering,"one, direction",16.611,0
3ZSq7rHkmA5m0suVh5z8lM,e60d19313a8df36c7e6cf59e259e0d66,non-spotify,349,15795,95,88,79,rap,defiant,hip,16.52,0
4xTfFpsKUUAS70MEYhdwK0,dfc338e7b7431f63e73054bd1b8d4600,non-spotify,228,9132,130,121,122,pop,excited,"dance, gym, tracks, keep, pumping",16.233,1
7L8jC896MtAlhdvvj4x2wt,spotify,spotify,329,11826,40,34,34,religious,excited,"christian, dance, party",16.065,2
5WU0VeKc6xvIAEWsQ7WE68,spotify,spotify,289,14247,68,61,64,country & folk,lively,"fast, grass",15.764,0
4TbE1vB54EMTdR2GxqtVd0,f426c8dad2a957f116567867f5962f52,non-spotify,144,3079,221,187,197,dance & house,excited,"edm, chillstep, drum, glitch, electro, trance, seven, lions, jacoo, blackmill, mitis",15.764,2
4IIP9kXNx5gKjySFeG0mpX,b5fa14b32a0acbb0adc922549c718b16,non-spotify,221,11455,192,79,87,pop,empowering,"wedding, modern, love, songs",15.694,1
7bD1HZPuBASkhXMJbQhIh5,e636383e0f1821c51abe06f38ecd7861,non-spotify,273,6364,144,46,33,rap,sensual,"run, tour, beyonce",15.673,0
6fIIbFZkaY73kLa19HflON,4fa13d2051e370d736f30495a8245c58,non-spotify,2,10,841,551,622,pop,yearning,"ko, orthomuzak",15.666,0
4UD1bMxIPHvMK9WQ5OdmOB,f3a8092c7de2b87a9660c3fad2eb4b35,non-spotify,152,4420,187,145,156,latin,romantic,"regional, mexicana",15.659,0
6EMrNuBMee4lrCDNYLszCw,spotify,spotify,314,25154,20,20,20,new age,sensual,"post, yoga, glow",15.575,0
6mRRGF4klfgUzbD2ZKOCq0,a371e3c5d43a91f41c03b13d15d551ea,non-spotify,244,8623,468,303,373,alternative,urgent,ska,15.498,0
3hXBpkmwAkV2OuPHp2ySjf,spotify,spotify,354,12236,43,41,41,rap,defiant,"jock, jams",15.33,4
54a4Lsi1OdU4T4XV3ysQBU,71d1b51e5516161b83d807b9d3953a7b,non-spotify,171,4218,131,92,108,rock,upbeat,"vietnam, music",15.26,2
4RMjMHs2wjHtU6HlF18chP,spotify,spotify,589,88113,34,32,33,electronica,serious,"sound, escapes",15.253,3
6TWTjw4K8G9Rj6cxzT0Tas,94df17c02904a61328ce0686a5fbb08f,non-spotify,201,5313,179,157,157,pop,energizing,"summer, hits",15.246,0
35MoSswdGYVMP9ou2VXOtr,d2fa4d5e7d8f0cf5e3aea7d5c7bfe7e1,non-spotify,252,11105,108,105,106,dance & house,excited,"infatuation, september, eeeeeats, playlist",15.225,2
5mOQmISAlJsPAPZ6MpJF3n,83aa77ddf6bd9f2beb7be694e1b73561,non-spotify,164,4764,341,235,262,pop,excited,"epic, songs",15.113,1
5gij1FWGAl0GJ8DKZFh5dT,spotify,spotify,176,16413,74,69,74,indie rock,sentimental,"hammock, songs",14.994,1
3bcQvj6FU18n4sl619BsKv,908d420ba0f6a31f350679bd712adc1a,non-spotify,350,714,14,1,13,electronica,aggressive,"lava, cakes",14.966,0
3cLqDkwn7hLLY0bKFXmipK,spotify,spotify,325,29177,82,81,80,dance & house,excited,"party, crib",14.938,2
78NNe9mWfoh2AJ10WFZv8U,e8e5736fb79c30fdac5c51bdf3c7871c,non-spotify,151,5256,101,81,77,jazz,sensual,"smooth, jazz, variety",14.917,2
7BzeQFOrnwpv1MKswRhjDl,286465cb65e6438feec5318e9d9af25e,non-spotify,156,6194,171,95,107,soundtrack,romantic,"best, epic, movie, video, game, themes",14.847,3
1cpQtnx4Fk5hwU4EsUMApE,spotify,spotify,326,27164,32,31,30,pop,sensual,om,14.819,0
4Mu9cJ7yoEiG3lXpUX2a9U,13efbb8aecb987066389ad526dac92a0,non-spotify,131,3301,606,183,200,pop,yearning,"bruno, jason, maroon, ariana, many",14.56,0
1m6DKwKNM1YLcm3OX6RzJg,spotify,spotify,164,12675,102,51,51,pop,excited,"kvinnor, att, koll, pu00e5",14.476,0
3DqCEljFlTFyDwelP0UWQN,76f46d56c7ea8672147899d13dff4eac,non-spotify,256,7705,359,277,261,pop,energizing,"feel, sexy, workout",14.455,1
5VXrMSUVTDBU7XWIRGyRom,spotify,spotify,248,27817,213,154,192,soundtrack,romantic,"great, sounds, movies",14.413,3
5hZe8rGBKvhtbFlepMQKUY,34d26d3497e669de0f581dba8aba4981,non-spotify,220,10535,848,505,39,soundtrack,lively,musicals,14.35,2
2BTmwD2vfWbBCMcyi3ZMLq,7055cde1c445c782732ece62a38ef448,non-spotify,122,3493,194,137,139,r&b,sophisticated,"lowrider, oldies, art, dedicated",14.224,0
50kgzpcylmoiDUvtJAYjIZ,spotify,spotify,197,18951,58,56,58,pop,yearning,"brighter, days",14.217,0
0TXjGf4z7ZYBCIJKlRV6AQ,6d035c1c07f68e72c8790ecdfc5c5f03,non-spotify,340,22561,133,103,114,indie rock,excited,"running, mix, training",14.175,4
1PSJXUqRL77g1q3pdpBi3a,spotify,spotify,550,13538,10,10,10,electronica,sensual,"snooze, button",14.161,0
2OhG0kyMA6OFBAOrsTQtd7,16e140edd1a7b11c25f39687947431cd,non-spotify,98,870,224,138,140,rap,defiant,"thug, shit",14.098,0
5GaCE6apqZHoHeGNlnC7bG,b8b9fba229619d0f90a4a23a7c1519ed,non-spotify,223,10284,1378,553,604,dance & house,excited,"epic, snowboarding, list",13.958,0
7zsK5nJQzCjJaTnjiAcvd0,674be98e2c7b503397391cdb8ac1dd51,non-spotify,155,5657,212,176,183,pop,empowering,"acoustic, acustico",13.769,3
6Q2ddhGfDtnRD2cpAo3sCl,cb305f632c793f009882083e9e75f5b0,non-spotify,345,7546,184,65,81,r&b,energizing,"hits, updated, trey, songs, nicki",13.734,0
3l5cmZ2CpFDyCQKKW47pSK,c26ff456b609ecf7ad55f7598a8b3bab,non-spotify,179,6145,79,17,18,country & folk,empowering,"taylor, swift, songs",13.685,1
7BDa7IEEEbYA1wqz2aR05u,bdab36c0e3f54061edc3c220d92e978e,non-spotify,416,15542,40,20,20,rap,defiant,"locker, room",13.678,0
6lzyS8WlFTtPLoFRm8ErAp,d6893b2a2563af52a8c6b065a253c8b1,non-spotify,473,6553,12,12,1,pop,urgent,"pitch, perfect, soundtrack",13.643,1
4ln0WwoWA1zu1QzRS5RqlM,973f1f2dba47f828e9cfdeac4874141f,non-spotify,193,5686,1210,482,515,dance & house,energizing,"chill, bass",13.629,2
2byfmFqfD1GBd4wOqOae4S,02973c2f1e900d0217b6946aea017304,non-spotify,112,3112,169,134,143,pop,empowering,"classic, love, songs",13.608,1
338oUZrsskqnnnhmmm3YGU,b5c34ff8b20c9cd86841e485ad2c72a1,non-spotify,99,2606,349,132,192,latin,romantic,romanticasbest,13.587,0
3vwo2sm85kj7QML9Rc7ZYz,spotify,spotify,179,29252,89,85,89,indie rock,yearning,"office, detox",13.566,0
13xn9Bfjr0qR89vFRG5CE2,88d3e74e0163badc9ebb49310e256bbe,non-spotify,259,9571,5,2,5,rock,sensual,"art, offical, age, plectrumelectrum",13.433,0
7lNTadP5BLPDEKJuvDkxeF,spotify,spotify,401,21349,80,62,38,jazz,tender,"jazz, classical, crossings",13.433,1
6kHq1KTgXD85HZUEa9JQuw,b0ac3ce0d6880737859e5a527e58324b,non-spotify,239,10190,192,156,159,pop,energizing,"breakup, girls, break",13.398,0
1oXl0OHlE1mPDChMa8Y0Ax,spotify,spotify,238,25615,117,109,109,classical,tender,"perfect, concentration",13.384,0
1m3oGOouItJQYdcmaEd44t,spotify,spotify,363,45984,44,44,44,pop,excited,time,13.335,0
3O7ce3YlmBnHt5Wi7pLnIu,spotify,spotify,276,1804,26,26,26,rock,energizing,"qt, family, time",13.328,0
1gh2KfMBNwJO2jHpjTqySC,4a3da3b32c76dbaf60cec9cbd0411b7e,non-spotify,166,4695,426,270,258,pop,energizing,early,13.307,0
1lJ39YWvv1OTS271SlKWga,8f127d412e9d9213e8be59f08a2641cd,non-spotify,325,12334,18,17,17,pop,brooding,"lot, feelings",13.307,0
51nySbAfNolqdTv2OG8Viq,spotify,spotify,352,26898,49,47,42,pop,fiery,"bollywood, workout",13.202,1
7jq25Yf2lTkSpy8ltNhTDG,spotify,spotify,257,14507,162,74,77,religious,defiant,"current, christian",13.104,3
1oDVC1pQPQ1N9ptVG1JACJ,dce56e243d857fcaab3cc50e34bf80d4,non-spotify,351,14980,115,80,40,soundtrack,lively,"musical, theatre",13.097,2
7EpFuTj4P6bm0JYx8n2cGq,a6fc85ec5eb56e0eea83eb40517e66a0,non-spotify,127,3994,885,317,300,pop,energizing,"original, best, korean, pop, inspired, allkpop, k, pop",13.041,4
7HBSxfa5RyI7hwiHdtmyYi,spotify,spotify,250,8496,38,37,38,pop,empowering,nyku00e4r,13.013,0
3vgjs4csDmI6ARbSHnq42v,9bcb556261d49963495c59601c9c337c,non-spotify,143,5412,362,201,235,alternative,urgent,"best, alternative, rock, grunge",12.789,3
0Z7FRWDN3Sn8AST3elDfBp,spotify,spotify,217,9094,27,1,1,country & folk,defiant,"field, party",12.712,2
6fNRmO2USP3A2bZ8jY32j9,3ced71052b890ac270946ab67ed60535,non-spotify,118,3486,129,45,82,latin,romantic,"franco, vita, ricardo, arjona, kind, thing",12.642,0
2z6qt0uR8lplohsEHYs1LS,spotify,spotify,336,5888,103,103,103,indie rock,brooding,other,12.628,0
38tF2oVxyBRh8h63A6sHCl,61a5d77284b818420eb6d4e9b59ec41b,non-spotify,135,3698,524,1,1,indie rock,yearning,"arctic, indie",12.607,4
2xhceuxK7ERTQnBCfIEt1y,2cbece2d22f1f703a2baade24444f7f7,non-spotify,110,3575,188,140,73,electronica,sophisticated,"cooking, music",12.579,2
5S2P5NSWBY2ccuPjroEA6t,3aa33d1ea6d726a3890347eda368290e,non-spotify,105,1796,815,678,725,dance & house,defiant,"top, spotify, hits, dance, party, rap",12.572,0
3AJl11DQvFo2w2VvcV3kqx,5c6f0a9ad4fe157a582add874d10a15f,non-spotify,230,9036,76,73,75,alternative,yearning,"best, indie, music",12.551,2
5LZxGygDEVzxglj9iCsxbB,9058a751a424526975fbdb2b46e16140,non-spotify,124,4226,543,136,163,indie rock,yearning,other,12.544,0
0cenJShIzhDyc1vF9AGYGm,413871ddedb20b58d7b2c7d7ee383918,non-spotify,135,3796,113,20,16,pop,upbeat,train,12.544,0
2EMYEc8qx31QFS0AdA2Xgl,be0bbe332cebe9f10b9030e6a2e5e8b1,non-spotify,315,10473,59,57,58,rap,defiant,pantie,12.474,0
0dZ6X4lEBOHBgQwRtg1cwP,27171fb35f76085a1636eec0567bce64,non-spotify,136,3546,192,154,166,country & folk,upbeat,"new, country",12.432,0
61eKV7QM1LTuEgeZfh124e,6ca3a28a091a4440ad9d285566bc62b6,non-spotify,119,3456,204,98,124,indie rock,melancholy,"ed, ben, damien, bon, james, vincent, iron, wine",12.32,0
6pVRs6mFoJJniARwBuComR,a19ebea5b5c28f3eff7f45167f7f3b1c,non-spotify,217,11522,53,51,53,pop,excited,"feel, good, music, summer, top, hot, new, music, fun, party, friends, bbq, pool, party, wedding, bridal, shower, ladies",12.32,2
51i91wl69Vqo8cDs0LsOTb,e6e42307bd9e03a880328896da7b7e7d,non-spotify,227,9043,142,112,46,soundtrack,lively,"heard, like, musicals",12.194,2
6vOg97vhJyE6PJhUExOdgv,9c386e46aa8d6f999fe5ede0730d7401,non-spotify,134,6371,154,129,142,pop,yearning,"broken, heart, sad, love, depressing, songs",12.159,1
6jH6d0jP6vIklABZEohUxB,888d955769dd85054b2f32403e7ed96e,non-spotify,219,12460,651,183,161,rap,defiant,workflow,11.956,0
4ucjGkHY9DhOs8TKGeZ7Es,f403be3ff563eb1762f0477eb648fcfd,non-spotify,120,3609,972,105,163,religious,empowering,"acoustic, christian, worship, praise",11.942,3
33zVCLVvrkqu921xTfCOsE,6e22d534c2da8c3f9d8e4f8eac432e07,non-spotify,285,7798,103,78,81,pop,sophisticated,"heart, soul",11.935,0
5j9qtb8iLfNoQh2b0Ve11m,spotify,spotify,280,19995,27,27,27,indie rock,brooding,"cali, chill",11.9,2
36DUMWypeO6Pbimw91NOny,93cb7de4ae4061c19d36892c83a3ea80,non-spotify,212,8018,57,33,13,r&b,sensual,"essential, chris, brown",11.774,0
739NZ2VamBznlYHqRN0r03,faad197e83477e2e6f79a4ee8ccc9532,non-spotify,193,4180,58,58,56,dance & house,excited,"neon, future, playlist",11.767,2
374l4IkawbvQo0SPH1RS4i,304e9a4cdfee3e807602c182d843ced4,non-spotify,160,5694,656,191,234,country & folk,rowdy,"top, country",11.739,0
4OCPAHJIPmUjiGVxhqHNb4,e315494dae5afc673841bc1149771b34,non-spotify,57,2532,21,1,1,electronica,sentimental,"deep, sleep, relaxation, relaxing, piano, music, sounds, nature",11.669,2
5YWsBw5x3tsPYEnHzyBm96,9528f92b2a70bb57afb58ea503065cd3,non-spotify,133,4325,478,228,299,metal,defiant,rock,11.627,3
3HqCLOOJroddvv6pbOQXRg,8bce21c02f9d4e7118db9e82d27bf9d3,non-spotify,113,4182,301,201,213,r&b,empowering,"slow, jams",11.585,4
7oeuWaHYrdQtFJE3OygcYM,cb305f632c793f009882083e9e75f5b0,non-spotify,204,51495,50,32,43,rap,excited,"playlistme, top, hits",11.417,0
5jfIv0C2JWHRbVi6C2JxoU,spotify,spotify,204,11159,125,124,123,religious,upbeat,"songs, glory",11.284,1
2cHxTYbyCLtPI7YHbZqARy,ba937378a4fb0ecf2c28867e2d3d295b,non-spotify,8,14,168,6,9,other,other,sorite,11.256,0
5dV8iL7FtcOPiGb0qglqn5,3cab3b2ac90576fdd9a879dc01adfceb,non-spotify,69,1883,205,107,17,dance & house,yearning,"bossa, nova, covers",11.193,0
646spaqAGq4Y57awvTnhKk,d040293c3102044cf7576b9a8d047a8b,non-spotify,144,5402,112,95,101,pop,excited,casual,11.186,0
5y9DgfePcG990tl7TA8Zbl,a3af81d1bc04459ece900358e701fe5b,non-spotify,218,4794,6658,2177,2806,dance & house,excited,"maximal, house, music, edm, tomorrowland, ultra, europe, edc, ultra, music, festival, electronic, club, tomorrowworld, party, coachella, hardwell, avicii, lollapalooza, electric, forest, mysteryland, summerfes",11.095,2
0I6ViNFVWmTcmhPqIYkzsj,a371e3c5d43a91f41c03b13d15d551ea,non-spotify,124,3976,553,362,444,punk,urgent,poppunk,11.046,0
0OGjalW4lKiVH7CS02veW4,1fcd4d4ebe306b1b7d565483ad88e565,non-spotify,175,2440,18,18,18,indie rock,defiant,"alt, nation, alt, current",10.962,0
1YPpvKPxBFIr3jfnx7h2HY,7a7f15cca38a54ac632b4b951d9b8c4d,non-spotify,82,2465,405,43,16,latin,romantic,"bukis, bronco",10.962,0
67bvTo0gaTP0tz39X0BC4x,2f0df4de2e21ca299886cc40c2385d8b,non-spotify,91,2251,134,5,20,electronica,excited,nightcore,10.815,0
1SrQGCOrhfJ7aeZqbPbTKG,75d8664746bfe7bc443fd8f3c6b872b2,non-spotify,97,2100,692,1,1,rap,sensual,"nujabes, dj, okawari, dj, ezasscul, dj, sorama, kondor, kero, one, blazo, taku, cyne, jazz, hip, hop",10.766,0
25ep5AP294YoreIpbsFyeS,96eb32db4ff1f23212b6e5875fd0ea01,non-spotify,196,7058,67,55,54,r&b,sensual,"slow, jamz",10.731,0
6mMzgHhZG7NoFjjTLLKlF5,spotify,spotify,160,9244,44,38,42,pop,melancholy,"said, said",10.731,0
3t2tF1OxsJig6I8ECunD2a,spotify,spotify,177,25613,49,48,49,country & folk,brooding,other,10.717,0
0A9m66m3BDyrnwVu5IvDGG,e690b0ff34da4ededae9de710a92d812,non-spotify,93,2478,193,25,46,latin,empowering,"musica, cristiana",10.682,0
1h5ojikWVCSpYGoEbhDCgG,d75ffed17f41f8c54c86df433ce186e6,non-spotify,115,4503,417,195,290,religious,empowering,"contemporary, christian, music",10.598,2
16UpeQf789oLnei1uGTEhr,4af0db8cfb9bf445e3e26e6e3da16710,non-spotify,58,1903,918,345,394,indie rock,melancholy,"hipster, coffee, shop, chill",10.563,2
3MWy2uthNawJWMwRofIk3X,93fc138fb0d993d957da337e4aa2bf3c,non-spotify,5,13,155,6,9,other,other,"good, songs",10.556,1
1h2hs2vZY0FAQ7ssWoivMn,4a9fe42b6c21a99ab09ef751e8c4e986,non-spotify,135,2924,92,46,46,religious,upbeat,"best, christian, songs, wow, featuring, believe, newsboys",10.5,3
25mc9Q5pbluFvF9EGnMe0H,51d28c9d6061bab72e22b18ea9986f53,non-spotify,85,1763,1140,286,292,dance & house,excited,"melodic, dubstep",10.486,0
4b5kVENvSJxeINUfYwc0el,9e26278b3caee97f8718d4cf7353338b,non-spotify,6,13,113,6,9,other,other,"cindys, playlist",10.444,2
4iL2ZX9HMrYs8nQqR4w3Gb,5f06a446d624de1ebc7fd86885b54f40,non-spotify,175,6574,569,229,301,indie rock,brooding,alternative,10.444,0
5y8TqY7MtcgrxSa7Rb57Ya,cb305f632c793f009882083e9e75f5b0,non-spotify,197,9428,181,10,8,soundtrack,serious,"relive, harry",10.43,0
4RZu2A1PNidbB2L40mnHKc,296c3591a56e8855fe8334c152993650,non-spotify,96,2565,297,50,58,latin,romantic,other,10.402,0
74NBCD6Eu550xnn5a5QB4O,50dc879e66b710d85750fc528daf1ada,non-spotify,164,7979,294,228,263,pop,empowering,"love, songs",10.402,1
1BZf5j7y6DS7a5ypG6p7VT,3c293471e4c022baf38a42573608c8c9,non-spotify,194,7862,186,145,162,latin,energizing,zumba,10.388,0
2L7NwFJAvZByTuXe5zfgP1,1e4ec9d3fe7cdc6cd70dc357e65da7f0,non-spotify,119,3529,165,143,153,indie rock,melancholy,seasons,10.325,0
5SgJR30RfzR5hO21TsQhBp,b6e643911f765f20efd004c5acdc2d85,non-spotify,95,2834,507,376,440,electronica,sensual,"coding, programming, hacking, slashing, tracks, listen, writing, code",10.283,1
2AqOpG6VZ28GmAVlZfZHpU,5240173fd9546b539de49f667ed7d9b3,non-spotify,120,4514,503,210,105,pop,sophisticated,"best, modern, capella",10.262,3
6Xhb55qo0K9xd5WrR1m7wa,ac32c8e67bb64c5e9402a41bfbdd02dc,non-spotify,85,2305,239,89,96,jazz,sophisticated,"french, jazz",10.227,2
6uJzBzJ8h8Fk1yA50oM1Ec,8c6a1e8bcb7b7882115cf876e6c6ea6c,non-spotify,202,5615,155,125,121,latin,excited,"ultimate, latin, party",10.192,0
4FzLms9h928aX5UaHgoXHv,cb305f632c793f009882083e9e75f5b0,non-spotify,218,14390,68,62,64,indie rock,defiant,"artists, watch, updated, hoodie, knife",10.164,0
13wKHSPFZZMQ6ddthzFhIt,64fb99b740618271f969b7b5d304549e,non-spotify,43,1513,226,3,4,children's,romantic,"baby, lullaby, baby, lullabies, sleep, relaxing, baby, natural, sleep, newborn, baby, lullabies",10.143,0
6uk5ayTsXvzk8RQcAUHQLb,spotify,spotify,153,16393,42,37,41,indie rock,urgent,"indie, rock, cleanup",10.059,4
5BmsNN8WX40KZOQXBeaTB0,644b8337cdde0b37fe84f0cca7b9cf9d,non-spotify,78,1694,1059,513,717,metal,defiant,"best, hard, rock, playlist",10.01,3
6hBBSH0SJHnLVdR70oRumn,2e7772758b95c2b40df12c86908a8a22,non-spotify,106,2196,291,46,55,latin,rowdy,sertanejo,9.947,0
3fg2nqcS3UBrNG8kSDnxVc,7bc069c1b168845cfb7228a293a78326,non-spotify,145,4234,31,30,27,country & folk,yearning,"cma, awards, nominees",9.884,0
6AkGB1DtlYpyYm2QdH9uHB,beb26508837ef53a4048c3cba51dbeb6,non-spotify,189,6041,522,230,245,dance & house,energizing,"deep, house, tech, house, warehouse, probz, storm, queen, look, right, flosstradamus",9.884,2
5QxFfiBJ4GjbUUiGiEjq3u,spotify,spotify,232,22187,29,25,26,soundtrack,romantic,cinematic,9.73,0
06htPF0FOH8GRhnd6V0McB,spotify,spotify,204,27462,34,18,22,new age,other,"meditate, sounds, nature",9.688,3
7CyyLHw9kox8vdQGlKuiKO,dfdd5cc7c29002d2736c6b7a5b9b4315,non-spotify,117,5135,36,32,33,pop,empowering,"tyler, chill",9.667,2
3bgpkY09FnCXyFXvtScxNe,408dcff0923a26ed287e9e92c97ce71a,non-spotify,91,2352,56,9,12,latin,lively,"banda, recodo, julio, preciado",9.66,0
6W1CAiAAOvwwh59p4d4xAT,31e9e8c8ca5853bf9efa1e5a7b76820a,non-spotify,75,1934,173,68,88,pop,empowering,"tagalog, love, songs",9.625,1
1o0OGcUCDSo1dWy15dvXLH,de7cc3ca69ae0ba8ae60244e9706f68e,non-spotify,105,2569,211,85,91,latin,yearning,"brazilian, nacional, brasileiro",9.618,0
7GAZCaFbNIz2oWwzng4WWy,5c2ec451a9e9d22832e44d1212b926c3,non-spotify,6,12,168,6,9,other,other,other,9.618,0
5rEofD66q2UoKAuS6Y8JJu,spotify,spotify,158,7927,40,36,37,rock,rowdy,"retro, roots",9.611,0
4N8rVomP1kh843QuzNDljE,d0db9ecb234e30352272536429cdac99,non-spotify,87,4837,763,141,207,soundtrack,tender,"reading, music",9.604,2
2jzir7QglohW9AyUlp1IRw,68ef230feb7010e62daa593da196ea2f,non-spotify,109,2897,94,47,52,religious,empowering,"hymns, hipsters",9.569,0
3LO1LFlfkClcbyycrZSkp6,f632f81f2897a1ddda62022d21db7afc,non-spotify,236,6446,188,164,161,rap,defiant,house,9.548,2
6DYeCi1nakVbApR588l1WU,3b67e69901187a6860a5fac815161962,non-spotify,178,13031,786,324,457,electronica,sensual,meditation,9.499,0
08z8rUoENkLK1EcqEyh5ti,0651e81b48c2ab90c60be91908844c86,non-spotify,133,3821,156,101,86,latin,energizing,"travesuras, ghetto",9.457,0
4yZiL0bSucvg2tp4D6KebN,96af2b967ace58f92102f091376c7280,non-spotify,99,2912,155,86,96,latin,excited,"rock, pop, espau00f1ol",9.436,4
1bhJ6CFslRHtg6NrzQgh9B,spotify,spotify,164,15455,83,58,78,indie rock,yearning,"modern, psychedelia",9.373,0
1sCn06IagZVi4j1CP4f0W2,62f662c904746816d95c3b5b1589380d,non-spotify,4,10,168,1,1,other,other,bitchlist,9.352,0
2sNxmJulfckukdLi6ncsIM,6f56a33fa8d5040322833f7afc6ac37f,non-spotify,247,10419,238,164,180,pop,energizing,"hate, men",9.324,0
19T5BnkWAe5RLnocOGGV2v,b841daede753a62acab272a16491e248,non-spotify,89,3214,625,188,167,latin,sophisticated,"rio, banderas, david, kalimba, sandra, echeverria, samo, leonel, noel, schajris, jencarlos, canela",9.303,0
2OKiMGELfIpIaz2KHymtGX,200dba47cce74410a55e8e0d1ffe61e1,non-spotify,69,1423,288,149,210,metal,defiant,etc,9.268,0
3Jlo5JoAA9pMUQfhLaLG5u,spotify,spotify,255,14160,65,65,63,alternative,melancholy,"darker, days",9.268,0
5xesz53IPj10vgnDfZymZO,98c47041363445032fee606a542cd9fa,non-spotify,79,2193,156,17,12,pop,gritty,"jack, mayer",9.219,0
2ibRIwOlHWxYt6Lzvw7HyB,d60f660293d539c410ac2559a20416dc,non-spotify,172,8360,59,45,50,religious,stirring,church,9.212,0
25oqryEK6aL1pgVrV0byCD,0ce680ac817172d992892a9a64735d67,non-spotify,129,1180,330,99,98,dance & house,excited,"forza, horizon, soundtrack",9.198,1
2DjYn0GddEtA8C10Y6TLoQ,ebde81162e11a1b95a1ea0e234dabb55,non-spotify,89,1782,242,111,112,alternative,defiant,"walking, dead, playlist",9.163,2
170itN0FOdTetNbaqA126g,077f0e304f2a4621e75d640318f47888,non-spotify,5,11,155,6,9,other,other,music,9.093,2
11PIHeGwus4puuiAH3Tss4,749c39dc0d5f7c263f992b8adbb3a678,non-spotify,75,2333,123,48,24,latin,lively,"arrolladora, banda, limu00f3n",8.939,0
5OydwiNI7DAAibS5vb1zii,5ec312b16bf0154ffec20d983eb11f96,non-spotify,4,9,168,6,9,other,other,rubys,8.932,0
3dPHWfYO3veKpIpmYKNb2c,spotify,spotify,215,23214,22,22,22,rock,urgent,"head, bangers",8.932,0
5F8UEjoTO6QvtTmAQAqdw4,f823763ea41bb727d6232da833fa93a5,non-spotify,178,5115,495,390,369,pop,energizing,late,8.925,0
2keMwoE0eukmT19ncVEMI5,spotify,spotify,79,3026,59,57,59,pop,sentimental,acousticness,8.897,3
3zEZeKytEHcNekBbRkaD9S,d42b0bb7c459338bf6f6e1ae5a93de9d,non-spotify,87,3557,122,79,95,pop,empowering,"slow, sad, songs",8.855,1
4FL6dxPyue903rVUu3MtlC,bdab36c0e3f54061edc3c220d92e978e,non-spotify,234,9928,59,54,57,dance & house,energizing,game,8.841,0
39R84xr24o2PRuwxduW3km,spotify,spotify,141,6426,41,37,39,country & folk,lively,"appalachia, rising",8.834,0
53pvKvi3QnLlNsc92DAdti,77aba4f5e02e6f28ba4b8c79369568f3,non-spotify,129,5627,161,145,142,latin,excited,"spanish, verano, reggaeton",8.82,0
3606m0qHxwezrgZhZTnLEF,f296f03b8903cb272721deefcf30d2cf,non-spotify,109,5456,99,76,87,rock,yearning,study,8.792,0
4FiWWeMTZTAvTzzkcDwUeV,9b0d5b75b0aa46d45b26cdea36a1c11e,non-spotify,179,4102,772,672,599,rap,defiant,"turn, thot, hip, rap",8.771,0
3KdyOV7M0G16NnHlaVbwig,35cf1a36e10e6c59037879303c58411d,non-spotify,4,15,113,6,9,other,other,carol,8.701,0
4Ch4BU5dv3wUoqNrXXltBW,041fa1ceb96016da6381f7cd62053bac,non-spotify,95,2639,45,15,7,traditional,romantic,"top, bachata",8.694,0
0lOtB1wMoW19P15uOYlTDK,6feb4096a610d208a608fa2e59407731,non-spotify,99,4483,100,57,71,indie rock,yearning,"top, indie, tracks, spotify",8.638,1
1N5XTQWkrhkqIWxL7GsZOv,6f9904f702938721865e9330f6bc3cf5,non-spotify,107,3953,2072,276,142,rock,empowering,"parokya, edgar",8.603,0
7qll0ZeCoXXnF8a7dHbdU6,4056efd7b63d31d3e35f9589bf19b9a6,non-spotify,171,4389,267,231,223,rap,defiant,"ratchet, hip, hop",8.568,0
38RPgqKf7LZO5Hr2Z40id6,spotify,spotify,222,4078,114,48,51,country & folk,lively,"irish, folk, jigs, reels",8.505,2
2B64RN7KJte5x6iXgg02tv,spotify,spotify,190,23658,22,22,22,electronica,sensual,"yoga, vinyasa, flow",8.484,0
6PqWc4EpjJcKw1EdfpUbYL,79bf103cba84d58fd6789901198be8a2,non-spotify,87,2648,321,120,104,religious,empowering,"praise, worship",8.484,0
4EHtGx9mTBebCASpoYL6in,783d2dbe59ebcdc86b48c52eea63f02a,non-spotify,120,4339,154,120,122,rock,empowering,"summer, hits",8.456,0
6bUIofrj5PWNIeb67DbUqf,375fda7b52f06916994449c73e45e133,non-spotify,102,4536,2646,1800,2206,indie rock,excited,work,8.456,0
2YeTayi1JtRFJRNlWbXc3W,34b6166699d1ce3eb0170122f0da2fae,non-spotify,76,1819,99,96,99,country & folk,defiant,"billboard, hot",8.414,0
1szRXhQx3w0zdoJW7bp34c,7a7f15cca38a54ac632b4b951d9b8c4d,non-spotify,64,1476,107,42,33,latin,lively,"lalo, mora, vs, ramon, ayala",8.365,0
59E9E3KF1TJt5EsFlIX9vK,12e8247412c1a06f9db9633b3808e581,non-spotify,85,1361,202,80,79,country & folk,energizing,"nigerian, naija, mix",8.323,4
52LkUhVqFylb97OQMBYunW,dbfa5410882de96fc9e2243666ff8589,non-spotify,86,2758,37,19,14,latin,romantic,"brindys, acosta, liberacion",8.302,0
